celltype.l1,celltype.l2,UMAP1,UMAP2
Mono/DC,CD16 Mono,8.681572582,0.874685839
T cell,Treg,-3.357793187,6.783662036
T cell,CD8 Naive,-6.787650917,-6.534194276
T cell,CD4 Naive,-7.623592709,5.586423591
T cell,CD4 Naive,-7.186606263,7.077018932
T cell,CD4 Memory,-3.373857592,7.053661063
B cell,Memory B,3.662644769,-11.40091877
T cell,CD8 Naive,-4.730187748,-4.745595738
Mono/DC,CD14 Mono,7.506281044,6.858952239
T cell,CD4 Naive,-7.268947457,6.025284484
T cell,CD4 Memory,-2.432327364,5.667321876
T cell,CD4 Memory,-2.470419739,5.707641795
Progenitor cells,HSC,6.914674427,-3.172518775
Progenitor cells,Prog_RBC,6.254953529,-4.719706818
T cell,CD4 Naive,-6.387795304,4.7428772
T cell,CD4 Naive,-6.467063759,6.232071594
T cell,CD4 Memory,-3.134676073,7.267201141
T cell,CD4 Memory,-5.384608601,6.26705952
B cell,Memory B,3.078174736,-11.62816887
NK,CD56 bright NK,1.743999745,-5.711473271
Mono/DC,CD14 Mono,6.725709583,4.970827773
T cell,MAIT,-2.720401858,-1.062081441
T cell,CD8 Naive,-7.406805371,-5.03313522
B cell,Memory B,2.784104253,-10.49531059
T cell,CD4 Memory,-2.997568463,6.112879947
Mono/DC,CD14 Mono,7.300330307,6.096762851
Progenitor cells,LMPP,6.270661976,-4.695565507
Mono/DC,CD14 Mono,5.650617744,5.504314616
T cell,CD4 Naive,-7.327414368,5.85403271
T cell,CD4 Naive,-8.111528729,5.203671172
T cell,CD4 Memory,-2.487530325,7.23878403
Mono/DC,CD14 Mono,6.337481167,5.286306098
Mono/DC,CD14 Mono,6.00675645,4.118408874
Mono/DC,CD16 Mono,8.545033123,1.536724761
T cell,CD8 Naive,-7.134257649,-3.482896373
T cell,CD4 Memory,-4.104799126,7.060044006
Mono/DC,CD14 Mono,6.134464409,3.374977544
Progenitor cells,Prog_RBC,6.179495002,-5.133429333
B cell,Naive B,3.280699398,-10.7111948
B cell,Naive B,4.567294742,-11.42489414
Mono/DC,CD14 Mono,7.709089901,6.279444888
B cell,Naive B,2.313291217,-10.75027542
Progenitor cells,Prog_RBC,6.082370903,-5.485547349
Mono/DC,CD14 Mono,5.779995109,5.430769161
T cell,CD8 Naive,-7.263284539,-4.126252934
Progenitor cells,Prog_RBC,6.559741642,-4.91544275
Mono/DC,CD14 Mono,6.245379593,4.771183685
T cell,CD4 Naive,-7.391014908,5.606846526
B cell,Plasmablast,3.123252298,-9.223518178
B cell,Plasmablast,3.372285988,-9.038191601
Mono/DC,cDC2,7.029431488,2.77867575
T cell,CD8 Memory_1,-4.816140507,-2.570340201
T cell,CD4 Memory,-2.9786211,7.175293639
T cell,CD4 Naive,-7.22925887,5.453664497
T cell,CD4 Memory,-1.790406917,5.773749069
T cell,CD4 Memory,-2.942206238,6.791500762
T cell,CD8 Naive,-7.196760987,-5.921448037
Mono/DC,CD14 Mono,6.081208374,6.227065757
T cell,CD8 Memory_2,-3.560521935,-2.149578735
T cell,CD4 Naive,-7.544175003,5.716689304
T cell,CD8 Memory_2,-2.275883768,-2.81920366
Mono/DC,cDC2,6.43261161,1.74846001
Mono/DC,CD14 Mono,5.791710998,5.04735823
T cell,CD8 Memory_2,-2.216652964,-2.744363829
Mono/DC,CD14 Mono,8.295990612,5.497459129
Progenitor cells,Prog_B 2,1.606294777,-10.32095222
T cell,CD4 Naive,-8.625439976,6.51226826
T cell,CD8 Memory_2,-2.457937096,-2.623519942
T cell,CD8 Memory_1,-4.879806374,-3.607623145
T cell,CD8 Naive,-6.01930127,-4.046934649
Mono/DC,CD14 Mono,7.760802414,3.925068095
Mono/DC,CD14 Mono,5.987586643,4.779275611
T cell,CD8 Naive,-1.224183772,-0.830882713
B cell,Naive B,-0.011822906,-10.18718509
B cell,Memory B,1.905469085,-11.13625889
Progenitor cells,HSC,4.987016822,-0.619376197
Mono/DC,CD16 Mono,8.315836574,1.381594137
Mono/DC,CD14 Mono,6.861699726,3.417371705
Mono/DC,cDC2,5.530104782,2.369955257
T cell,CD4 Naive,-7.806539391,4.334234908
Mono/DC,CD14 Mono,6.586843635,5.869432643
T cell,CD4 Memory,-4.976447914,5.955393508
T cell,CD4 Naive,-9.158028935,6.454940036
T cell,CD8 Memory_1,-5.8338984,-3.560061261
T cell,CD4 Naive,-6.619678353,5.918160156
Mono/DC,cDC2,8.463189747,1.127226547
T cell,CD4 Memory,-3.158104752,3.885022357
Mono/DC,cDC2,4.19431987,1.197252467
T cell,CD8 Naive,-6.898526524,-4.14355497
T cell,CD4 Naive,-7.636987542,5.643689349
Progenitor cells,Prog_B 2,2.817844535,-9.837346837
T cell,CD4 Memory,-1.874551152,6.395668224
Mono/DC,CD14 Mono,7.838559772,5.095527843
Progenitor cells,Prog_Mk,6.916574623,-2.717412039
T cell,CD8 Effector_1,-3.281916712,-3.810700938
T cell,CD4 Naive,-8.805890416,6.035317138
T cell,CD4 Memory,-3.609289502,5.746448234
Mono/DC,CD14 Mono,6.94175687,4.488350108
T cell,CD8 Effector_2,-4.022266243,-3.39221935
Progenitor cells,Prog_DC,6.523958351,1.968179658
T cell,CD8 Naive,-6.039520596,-5.07745628
T cell,CD8 Effector_1,-3.413763855,-3.643540665
T cell,CD4 Naive,-7.973947857,7.057313636
T cell,CD8 Effector_2,-6.182520245,-3.973287389
Mono/DC,CD14 Mono,6.653092052,5.875209049
Progenitor cells,Prog_RBC,2.852548267,-0.530727237
T cell,CD8 Naive,-7.845632885,-4.15117149
Mono/DC,CD14 Mono,7.964896824,5.890689567
T cell,CD4 Naive,-7.408279274,6.380795196
T cell,CD8 Memory_2,-4.320711468,-2.229580209
T cell,CD4 Naive,-6.678735588,5.001402572
T cell,CD8 Naive,-6.116512631,-5.838105962
Mono/DC,CD14 Mono,8.014103557,4.982867912
T cell,CD8 Naive,-8.098625515,-4.224202677
Mono/DC,CD14 Mono,8.819048549,4.856895164
Mono/DC,CD14 Mono,5.412056114,6.153226569
Mono/DC,CD14 Mono,8.572584774,6.285811618
Mono/DC,CD14 Mono,7.875729229,5.836792663
T cell,CD4 Memory,-3.791412686,7.201689914
T cell,CD4 Memory,-4.404414986,6.633442119
T cell,CD4 Memory,-2.155251597,6.357970908
Mono/DC,CD14 Mono,5.165814544,1.065321878
B cell,Naive B,0.816851701,-9.552484318
T cell,CD4 Memory,-3.494517182,3.611466125
Progenitor cells,GMP,7.329415466,2.806700424
T cell,CD8 Naive,-6.820174073,-5.875957295
B cell,Naive B,4.306733276,-12.18755703
B cell,Naive B,3.189981128,-12.45308475
T cell,CD4 Memory,-4.053232525,6.11848326
Mono/DC,CD14 Mono,5.9440228,5.352570728
T cell,CD8 Effector_1,-4.354434822,-3.628029153
T cell,CD8 Naive,-7.575311039,-3.880094573
Progenitor cells,GMP,5.845254566,-5.037972256
Mono/DC,CD14 Mono,5.915442611,5.910381511
B cell,Memory B,2.387548591,-11.885639
Progenitor cells,Prog_RBC,6.719700004,-3.751302048
Mono/DC,CD14 Mono,6.540525104,4.189602569
Progenitor cells,Prog_RBC,6.185599949,-5.296572491
NK,NK,1.334977295,-4.017415568
Progenitor cells,LMPP,6.9110662,-1.796210572
Mono/DC,CD14 Mono,7.740481998,3.874407008
T cell,CD8 Effector_2,-4.224508141,-3.670372531
Mono/DC,cDC2,5.94518819,2.564942315
Mono/DC,CD14 Mono,6.491014148,4.846403316
Mono/DC,cDC2,7.258906986,3.32897301
B cell,Naive B,2.557539608,-11.50929527
Progenitor cells,LMPP,6.656892444,-1.32579498
B cell,Naive B,4.047063734,-12.06953792
T cell,CD8 Naive,-6.919313763,-5.471204564
T cell,CD8 Naive,-6.384267186,-4.241093203
Mono/DC,CD14 Mono,7.013528015,5.434332565
Mono/DC,CD14 Mono,6.77411523,4.127047733
T cell,CD4 Naive,-7.442193364,5.140080646
B cell,Naive B,4.087380554,-10.74301033
T cell,CD8 Memory_2,-3.971868847,-2.176826522
T cell,CD4 Memory,-2.426950549,6.649245933
T cell,CD4 Naive,-9.057587002,5.956384376
Mono/DC,CD14 Mono,5.998935844,3.443045095
Mono/DC,CD14 Mono,6.949855472,4.320691779
B cell,Naive B,3.918403055,-11.41895656
Progenitor cells,GMP,7.405803348,0.079124615
T cell,CD8 Memory_1,-3.908888434,-1.971837804
Mono/DC,CD14 Mono,8.055884029,4.416376785
T cell,CD8 Memory_1,-5.609524105,-3.724774405
T cell,CD8 Naive,-5.753442143,-4.644811436
B cell,Memory B,7.439783241,0.540851668
Mono/DC,CD14 Mono,7.373747493,3.708882526
Mono/DC,CD14 Mono,5.934087421,4.105340675
Progenitor cells,Prog_RBC,6.347845222,-4.442177579
B cell,Memory B,2.48354068,-12.75680904
Mono/DC,CD14 Mono,8.181749965,4.342541412
T cell,CD8 Naive,-7.389926766,-3.749814793
Mono/DC,CD14 Mono,6.204839374,4.844417766
Mono/DC,cDC2,7.502162601,2.54307504
B cell,Memory B,2.079242136,-11.62448101
T cell,CD4 Naive,-8.273409222,6.346008495
Mono/DC,cDC2,4.229371215,0.769059375
Mono/DC,CD14 Mono,5.579039718,4.650912956
Mono/DC,CD14 Mono,5.948755886,5.696449474
T cell,gdT,-3.665723656,-0.060976639
T cell,CD8 Naive,-7.577638958,-4.705022618
Progenitor cells,LMPP,6.984178211,-2.87850742
T cell,CD4 Naive,-8.750854824,6.338850215
T cell,CD8 Naive,-7.41175494,-4.551199719
T cell,CD4 Memory,-2.306552981,6.117341712
Mono/DC,CD14 Mono,6.75934806,3.810880855
T cell,CD8 Naive,-7.268386219,-4.836272523
Mono/DC,CD14 Mono,6.815436031,6.316756442
T cell,CD4 Naive,-6.801173542,2.045655683
B cell,Plasmablast,3.100976612,-9.131315037
Mono/DC,CD14 Mono,3.753232385,1.302636102
T cell,CD4 Naive,-6.740891789,4.891519264
T cell,CD8 Naive,-7.081796978,-6.963142201
T cell,CD4 Naive,-8.066184376,6.562773422
T cell,CD4 Naive,-7.297193859,1.780196622
T cell,CD4 Naive,-4.796279286,3.589097455
B cell,Naive B,1.966981079,-9.134420201
T cell,CD4 Memory,-2.612508391,5.805252269
Progenitor cells,Prog_B 2,1.56925645,-10.54573517
Mono/DC,CD14 Mono,5.76300111,3.832452491
Mono/DC,CD14 Mono,7.134676124,4.76845856
Mono/DC,CD14 Mono,6.285509254,5.68574591
Mono/DC,CD14 Mono,5.705356266,4.539159492
Mono/DC,CD14 Mono,4.9651958,4.123999313
Mono/DC,cDC2,5.554560329,4.698170856
T cell,CD4 Naive,-6.343509053,4.326274112
T cell,CD8 Memory_1,2.029707934,3.40214105
T cell,CD8 Naive,-6.428963517,-5.567987725
T cell,CD4 Memory,-3.142156456,3.945036605
Mono/DC,CD14 Mono,5.488676693,4.24899216
T cell,CD8 Naive,-6.606712674,-3.919196173
Mono/DC,pDC,7.04936185,0.783987954
T cell,CD4 Naive,-7.031897877,7.341464713
T cell,CD4 Naive,-8.428636883,6.705757812
T cell,CD4 Naive,-8.275000904,6.682348445
T cell,Treg,-6.430102681,6.162015155
Mono/DC,CD14 Mono,6.082073356,3.871490196
Mono/DC,CD14 Mono,5.188401844,4.97002478
NK,NK,1.439227964,-4.06277065
T cell,CD8 Effector_2,-2.601445769,-1.428426072
T cell,CD4 Memory,-3.097428416,4.92272301
T cell,CD8 Naive,-4.199820851,-5.005664632
T cell,CD4 Naive,-8.283550595,5.695583537
T cell,CD4 Memory,-3.716445778,6.023277953
Mono/DC,CD14 Mono,7.015894558,4.234799579
Mono/DC,CD14 Mono,7.956513073,3.694879726
Mono/DC,CD14 Mono,7.134398605,3.431748107
T cell,CD8 Naive,-7.375675534,-3.824583813
B cell,Naive B,4.032315399,-10.73466472
Mono/DC,CD14 Mono,6.315786029,5.449267104
T cell,CD4 Naive,-8.777559613,6.619897559
Progenitor cells,GMP,5.233238365,0.55089815
B cell,Memory B,3.188970472,-12.35849838
T cell,CD4 Naive,-4.966014717,5.373202518
T cell,CD8 Naive,-8.197735165,-4.193134114
Mono/DC,CD14 Mono,5.857296611,5.131037906
T cell,CD8 Naive,-6.866926525,-4.513178155
Mono/DC,CD14 Mono,5.85085168,4.695190147
T cell,CD4 Memory,-3.386811112,7.473862365
Mono/DC,CD14 Mono,6.192613269,3.577641919
T cell,CD8 Naive,-7.26657853,-5.39505367
Mono/DC,CD16 Mono,8.030268337,2.593039468
T cell,CD4 Naive,-7.716085766,5.363518432
B cell,Naive B,2.978834058,-11.2340353
B cell,Naive B,3.664125349,-12.61621647
NK,NK,1.294723536,-3.636037156
T cell,CD8 Naive,-7.595842217,-4.565099999
T cell,CD4 Naive,-8.167785977,6.295302585
T cell,CD8 Memory_1,-4.86934552,-2.312540457
T cell,CD4 Naive,-8.971979473,5.908555702
T cell,CD4 Naive,-7.157874916,6.122453407
Mono/DC,CD14 Mono,5.812641288,3.78429766
T cell,CD4 Naive,-7.241132592,5.653615669
T cell,MAIT,-4.527758454,-0.388458785
B cell,Naive B,2.636783268,-11.32842521
Progenitor cells,LMPP,5.043049957,-0.465151794
Progenitor cells,GMP,7.038935329,-0.451772287
T cell,CD4 Memory,-3.643711184,3.616680816
Mono/DC,CD14 Mono,3.778437759,1.42200096
B cell,Naive B,3.548003103,-11.52248649
NK,NK,0.27093942,-3.623986527
T cell,CD4 Naive,-6.103529309,6.338066295
Progenitor cells,Prog_RBC,2.729388382,-0.500080675
Mono/DC,CD14 Mono,5.33894458,3.033618167
B cell,Naive B,4.391256954,-11.59803943
T cell,CD4 Naive,-7.462586735,5.197365478
T cell,CD4 Memory,-2.860285614,6.805791095
T cell,CD4 Naive,-6.828905915,5.06250687
T cell,CD4 Memory,-3.671034668,6.062558368
Mono/DC,CD14 Mono,7.268960144,5.026308254
T cell,CD8 Naive,-7.27397189,-5.434354111
B cell,Naive B,3.78645816,-10.51948719
Mono/DC,CD14 Mono,7.493265297,3.355169252
B cell,Naive B,2.4102098,-10.34644489
Mono/DC,CD14 Mono,3.420296098,0.838833049
Mono/DC,CD14 Mono,5.979818966,3.839554027
Mono/DC,cDC2,5.079294826,0.873281196
T cell,CD4 Naive,-7.367968415,7.271101669
T cell,CD4 Naive,-8.019657467,6.43696709
T cell,CD8 Naive,-7.575056885,-4.447089001
T cell,CD4 Memory,-2.7426661,6.598519996
B cell,Naive B,3.238353874,-11.35661201
B cell,Naive B,3.513458873,-10.92333011
T cell,CD4 Naive,-7.119982098,5.946655467
Mono/DC,CD14 Mono,6.734831001,5.292297557
T cell,CD4 Memory,-4.645757054,5.515550807
Mono/DC,CD14 Mono,5.920960094,3.842138007
T cell,CD8 Naive,-1.371171926,-0.908922419
Mono/DC,CD14 Mono,5.693482067,4.002135471
Progenitor cells,Prog_RBC,5.68617263,-5.201106354
T cell,MAIT,-4.388171051,-0.378787963
T cell,CD8 Naive,-6.412776326,-4.534162804
T cell,CD8 Naive,-7.317893837,-3.760427043
T cell,Treg,-7.213437413,6.654148296
T cell,CD4 Memory,-2.82190666,5.09889479
B cell,Naive B,3.887054826,-11.27199249
T cell,CD4 Memory,-3.844040488,5.409021095
Mono/DC,CD14 Mono,5.867442276,3.012963966
T cell,CD4 Naive,-7.477962349,6.220989421
T cell,CD8 Effector_1,-4.212036465,-3.906110331
T cell,CD8 Naive,-7.276892041,-4.846936509
Progenitor cells,Prog_RBC,6.239080097,-5.432511136
T cell,CD8 Effector_1,-4.33720002,-4.096038148
T cell,CD4 Memory,-1.894168232,6.929761127
T cell,CD4 Naive,-7.415916775,4.294966892
T cell,CD8 Naive,-6.846844052,-5.940789983
B cell,Naive B,3.216979648,-10.86620025
Mono/DC,CD14 Mono,5.348152782,3.704589084
T cell,CD4 Naive,-7.208414887,1.460765198
Mono/DC,CD14 Mono,7.320556308,5.18294783
B cell,Memory B,3.085986044,-12.84968357
Mono/DC,CD14 Mono,6.504773761,4.569016174
Progenitor cells,Prog_RBC,5.28185239,-0.903603658
T cell,CD4 Naive,-8.402362202,6.910780624
Progenitor cells,HSC,6.488174583,-2.162249729
B cell,Memory B,2.67560425,-11.92636184
T cell,CD4 Naive,-8.689845417,5.559174255
NK,NK,0.861748125,-3.554984137
Mono/DC,CD14 Mono,8.122855808,4.171803191
T cell,MAIT,-3.833264445,-0.831028566
T cell,CD8 Naive,-5.936321114,-3.377691313
Mono/DC,CD14 Mono,6.161676551,4.845552638
NK,NK,1.636943604,-4.519719407
T cell,CD4 Naive,-8.05812106,6.862285331
Mono/DC,CD14 Mono,-4.960616921,3.808988288
T cell,CD4 Memory,-3.599374626,3.67451258
Mono/DC,CD14 Mono,7.479342605,5.771046356
Mono/DC,CD14 Mono,7.559694912,5.344306663
B cell,Naive B,3.007942106,-10.48342209
Mono/DC,CD14 Mono,5.934420253,4.211745933
T cell,CD8 Naive,-6.745619629,-5.07382898
Mono/DC,CD14 Mono,8.214214946,4.821537689
B cell,Naive B,3.509232189,-10.94891433
Progenitor cells,LMPP,6.598663475,-1.749145791
Mono/DC,CD14 Mono,7.034206535,5.741080478
T cell,CD4 Memory,-2.342998122,6.205353931
Mono/DC,CD14 Mono,8.255778934,4.450635627
T cell,CD4 Memory,-3.023729895,7.561210349
B cell,Naive B,2.83540168,-11.73843269
B cell,Memory B,1.785421039,-10.82382373
T cell,CD8 Naive,-6.531051491,-3.220170542
B cell,Memory B,1.750005628,-12.1989439
Progenitor cells,GMP,6.677146103,0.782941654
Mono/DC,CD14 Mono,6.736474659,3.528462842
Mono/DC,pDC,6.60257497,-0.685660943
T cell,CD4 Memory,-1.822685574,6.983357147
T cell,MAIT,-4.337805127,-0.683103993
Mono/DC,CD14 Mono,5.551182415,4.532519534
T cell,CD4 Naive,-7.447426651,5.690215781
T cell,CD4 Naive,-8.259898518,6.42800732
T cell,Treg,-6.863889073,5.644907192
T cell,CD4 Memory,-4.185539101,6.61572285
B cell,Naive B,3.433627988,-12.07657413
T cell,CD8 Naive,-3.350437497,-3.893237159
B cell,Naive B,3.570021774,-11.3989294
T cell,CD4 Naive,-6.518106316,4.771384433
T cell,CD8 Naive,-7.153202866,-4.576992318
T cell,CD4 Naive,-8.444142674,6.450943664
B cell,Naive B,3.335749532,-10.8232706
Mono/DC,CD14 Mono,6.576796199,4.41254206
T cell,CD4 Naive,-9.347844456,5.86300011
B cell,Memory B,2.091412212,-12.04065494
T cell,CD4 Memory,-2.08404312,5.263642982
Progenitor cells,Prog_DC,6.443484928,1.02284284
Mono/DC,CD14 Mono,6.442078258,3.864551261
B cell,Naive B,2.635084774,-10.07719497
Mono/DC,CD14 Mono,5.782032158,4.026776984
T cell,CD8 Naive,-7.362130497,-5.049134061
Progenitor cells,Prog_RBC,6.547623302,-4.159293458
T cell,MAIT,-4.241066788,-0.26697208
Progenitor cells,GMP,7.436478283,1.25898321
T cell,CD8 Naive,-7.884408329,-4.488885686
T cell,CD8 Naive,-7.250782822,-4.772434994
Progenitor cells,HSC,6.957201625,-2.822555587
T cell,CD4 Naive,-8.264962529,5.496848777
T cell,CD8 Naive,-6.914283608,-4.628953263
T cell,CD4 Memory,-2.369202231,6.82508488
T cell,CD4 Memory,-6.41335759,1.742584899
Mono/DC,CD14 Mono,6.655941154,4.375953868
Mono/DC,CD14 Mono,6.179089214,4.477203086
B cell,Plasmablast,3.267459537,-9.355306432
T cell,CD8 Naive,-7.786375855,-3.713722274
Progenitor cells,GMP,6.569531109,1.76542826
Mono/DC,CD14 Mono,6.639943744,4.762889579
T cell,CD8 Naive,-6.705175255,-3.527485892
T cell,CD8 Naive,-8.201155041,-4.010282799
T cell,CD8 Naive,-7.297306393,-5.18561773
Mono/DC,CD14 Mono,5.789214756,3.275245145
B cell,Memory B,0.440269615,-10.55504017
T cell,CD8 Memory_2,-2.932069157,-2.530317351
Mono/DC,CD14 Mono,7.804369594,4.428115085
Mono/DC,CD14 Mono,6.81798711,5.437711433
Mono/DC,CD14 Mono,6.4240438,4.975142673
B cell,Naive B,4.494562771,-11.85634975
Progenitor cells,Prog_DC,6.773620273,-0.088999584
B cell,Naive B,4.37274995,-11.7483509
T cell,CD8 Effector_1,-2.951798056,-3.525831982
Mono/DC,CD14 Mono,4.95016494,0.936767891
T cell,CD4 Memory,-3.499671315,7.484626487
B cell,Naive B,3.594036724,-12.35393696
T cell,CD4 Naive,-8.482466076,5.673870281
Progenitor cells,Prog_RBC,6.845103885,-3.724156424
T cell,Treg,-5.283952092,6.191811755
B cell,Naive B,2.899462368,-11.75937347
T cell,CD4 Naive,-8.763512944,5.004133895
T cell,CD4 Naive,-7.061820839,6.663629249
Mono/DC,CD14 Mono,7.346616413,5.966229633
NK,NK,1.48915508,-4.294349477
Mono/DC,CD14 Mono,6.098801281,3.817897514
T cell,CD4 Memory,-2.245026444,7.017509177
Mono/DC,CD16 Mono,8.598308231,0.908615545
Mono/DC,pDC,7.082890655,0.35632743
Mono/DC,CD14 Mono,6.597302581,4.38547726
Mono/DC,CD14 Mono,6.215432312,3.073103383
Mono/DC,CD14 Mono,5.723251011,3.011221841
B cell,Memory B,0.821773018,-9.660533711
Progenitor cells,Prog_RBC,-3.851940249,-2.284069225
Progenitor cells,HSC,4.86612239,-0.659870073
B cell,Memory B,2.862148668,-12.20180492
Progenitor cells,Prog_RBC,5.85671344,-5.163117692
Mono/DC,CD14 Mono,8.166791584,4.266856387
NK,NK,1.274343635,-2.576345488
Mono/DC,CD14 Mono,5.640838768,5.876828864
B cell,Naive B,3.574402477,-11.3432024
T cell,CD4 Naive,-7.922660206,5.208040431
Progenitor cells,Prog_B 2,3.769401933,-10.28337364
Progenitor cells,Prog_DC,6.79981866,0.917608693
Progenitor cells,GMP,5.52172723,0.566833571
T cell,CD4 Naive,-7.269303654,7.334792808
T cell,CD8 Naive,-6.707924698,-3.650491759
T cell,CD4 Naive,-7.552622174,6.081819728
T cell,CD4 Memory,-2.154184197,5.99468489
T cell,CD4 Naive,-7.365473603,4.279076293
Mono/DC,CD16 Mono,8.813912059,1.1197799
Mono/DC,CD14 Mono,7.008790161,4.4366972
T cell,CD4 Memory,-5.138646458,5.320334628
T cell,CD8 Naive,-6.55625615,-3.433853909
T cell,gdT,-3.039609764,-0.828631833
T cell,CD8 Naive,-7.006826256,-3.701937243
NK,NK,1.333571817,-5.216068074
Mono/DC,CD14 Mono,6.617610599,5.78998442
T cell,CD4 Naive,-7.701862667,4.78750296
T cell,CD8 Naive,-8.099328373,-4.711137101
Mono/DC,CD14 Mono,5.928799774,2.379177764
T cell,CD4 Naive,-7.507151459,5.942152694
Mono/DC,CD14 Mono,5.384238388,4.308158115
T cell,CD8 Memory_2,-2.450757359,-2.654647872
T cell,CD4 Memory,-3.055498694,7.032141879
T cell,CD4 Memory,-3.185955618,3.842070773
NK,NK,1.478604223,-2.249364421
Progenitor cells,Prog_RBC,6.304582264,-4.324668452
T cell,CD8 Naive,-7.733225678,-4.520366952
Progenitor cells,GMP,4.006894733,1.036424235
Mono/DC,CD14 Mono,6.113115932,3.884381011
Progenitor cells,GMP,6.993945743,-1.736932322
B cell,Memory B,1.477495815,-11.95848541
Mono/DC,CD16 Mono,8.734645511,1.289577082
B cell,Memory B,2.337639476,-11.05217056
T cell,CD8 Naive,-1.499702428,-1.67985253
NK,NK,1.53003111,-4.826291367
T cell,CD4 Naive,-9.000494336,5.265634254
T cell,CD4 Memory,1.958263065,3.508348182
Progenitor cells,GMP,7.200205471,2.629820779
T cell,CD8 Naive,-6.860145901,-4.335993335
Mono/DC,CD14 Mono,6.318068649,5.330300525
T cell,gdT,-3.8948153,-0.296558812
B cell,Memory B,1.076790001,-10.21491031
Progenitor cells,Prog_RBC,-8.733089779,6.01362963
T cell,CD4 Naive,-7.32320628,1.632970765
T cell,CD8 Memory_2,-4.085460041,-2.268282339
Mono/DC,CD14 Mono,6.479841377,3.592615798
Mono/DC,CD14 Mono,8.142101909,5.618573859
T cell,CD4 Naive,-8.213101719,5.092571929
Mono/DC,CD14 Mono,5.534195568,5.017157272
Progenitor cells,Prog_RBC,6.528345253,-2.92406325
T cell,CD8 Naive,-6.877376412,-4.797016904
T cell,CD4 Memory,-4.842581127,6.800090507
B cell,Naive B,3.985494997,-11.96564941
Mono/DC,CD14 Mono,7.102841999,5.719043926
B cell,Naive B,3.875796224,-10.48761348
Mono/DC,CD14 Mono,3.736216451,1.542345598
Progenitor cells,GMP,6.976308014,1.739238933
Mono/DC,CD14 Mono,5.463063862,5.970055297
Progenitor cells,Prog_DC,6.584236766,-0.000922903
T cell,CD4 Memory,-3.422977541,3.822552875
T cell,CD8 Naive,-4.658092354,-4.754953667
T cell,CD4 Naive,-8.343850468,6.490386203
B cell,Memory B,1.6077024,-11.60236816
Mono/DC,CD14 Mono,6.998094227,4.870006755
Mono/DC,CD14 Mono,5.577846672,4.623547271
T cell,MAIT,-4.489834164,-0.720452979
T cell,CD4 Naive,-7.315788124,1.468531802
