celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Naive,6.825963166,4.209815713
T cell,CD4 Naive,5.639061596,4.88096449
T cell,CD4 Memory,6.3800756,-0.584403781
B cell,Memory B,-0.517483208,-11.05149105
T cell,CD8 Naive,2.086770441,2.381739827
Mono/DC,CD14 Mono,-9.017893169,4.362081738
T cell,CD4 Naive,2.299353983,1.525928708
T cell,CD4 Memory,6.952988293,2.06587431
T cell,CD4 Memory,4.664349701,1.021349819
Progenitor cells,HSC,-6.552955005,-6.122370032
Progenitor cells,Prog_RBC,-2.85616741,-3.76600912
T cell,CD4 Naive,5.465368416,4.361509534
T cell,CD4 Naive,6.329613354,4.564110013
T cell,CD4 Memory,4.685856487,0.815635474
T cell,CD4 Memory,5.711777832,3.77918336
B cell,Memory B,-0.111332212,-10.79199627
NK,CD56 bright NK,8.585724499,-4.511152057
Mono/DC,CD14 Mono,-7.06698117,4.230080815
T cell,MAIT,5.606453564,-1.258076338
T cell,CD8 Naive,3.886143353,7.355540486
B cell,Memory B,2.153484609,-11.70420864
T cell,CD4 Memory,6.968141701,0.296514141
Mono/DC,CD14 Mono,-8.529368732,3.382661076
Progenitor cells,LMPP,-7.551103447,-3.722266463
Mono/DC,CD14 Mono,-7.04023156,4.427343579
T cell,CD4 Naive,3.768400337,2.7714493
T cell,CD4 Naive,3.472162869,3.813951941
T cell,CD4 Memory,5.602756645,1.099833699
Mono/DC,CD14 Mono,-9.539605472,6.13266203
Mono/DC,CD14 Mono,-9.84839854,4.869379731
Mono/DC,CD16 Mono,-8.423212383,8.105002137
T cell,CD8 Naive,4.678654816,6.394690247
T cell,CD4 Memory,6.771233227,3.156256409
Mono/DC,CD14 Mono,-9.902376507,6.196050378
Progenitor cells,Prog_RBC,-2.890615556,-3.769115953
B cell,Naive B,0.239132069,-11.55951145
B cell,Naive B,-2.139607046,-12.91742256
Mono/DC,CD14 Mono,-6.853309963,1.899485679
B cell,Naive B,-0.299423251,-12.57916
Progenitor cells,Prog_RBC,-4.28127465,-5.537280349
Mono/DC,CD14 Mono,-8.697216366,4.886691304
T cell,CD8 Naive,3.947543528,6.204905244
Progenitor cells,Prog_RBC,-3.96676812,-3.810641793
Mono/DC,CD14 Mono,-9.38905463,4.940109464
T cell,CD4 Naive,7.017129566,3.40829918
B cell,Plasmablast,-2.793272827,-6.590823917
B cell,Plasmablast,-2.804995868,-6.481975822
Mono/DC,cDC2,-10.97722659,5.094477387
T cell,CD8 Memory_1,6.814593937,0.181788826
T cell,CD4 Memory,4.319082882,1.874163957
T cell,CD4 Naive,5.090709831,5.410431119
T cell,CD4 Memory,7.480420735,1.516890617
T cell,CD4 Memory,3.620779659,0.814945134
T cell,CD8 Naive,2.284845021,1.765629383
Mono/DC,CD14 Mono,-7.669525955,2.334741088
T cell,CD8 Memory_2,5.769834187,-4.348139552
T cell,CD4 Naive,5.586012509,4.517784806
T cell,CD8 Memory_2,6.051026489,-5.294206409
Mono/DC,cDC2,-11.79747042,2.630543443
Mono/DC,CD14 Mono,-8.48211417,2.413998099
T cell,CD8 Memory_2,5.704877999,-5.343916682
Mono/DC,CD14 Mono,-7.465828274,1.872559877
Progenitor cells,Prog_B 2,-2.257545088,-6.884667186
T cell,CD4 Naive,2.142033603,1.640037151
T cell,CD8 Memory_2,5.87730756,-4.332910327
T cell,CD8 Memory_1,6.436060574,-2.206803827
T cell,CD8 Naive,1.897053506,1.765404912
Mono/DC,CD14 Mono,-9.877261493,4.058586093
Mono/DC,CD14 Mono,-7.429861877,4.434651109
T cell,CD8 Naive,2.58795562,1.817885013
B cell,Naive B,1.349922087,-11.90309265
B cell,Memory B,-0.03289244,-11.62236336
Progenitor cells,HSC,-6.507031296,-5.886758594
Mono/DC,CD16 Mono,-8.658020351,7.972782822
Mono/DC,CD14 Mono,-10.67251811,5.714661332
Mono/DC,cDC2,-12.27799735,3.329830142
T cell,CD4 Naive,2.672461178,1.541261288
Mono/DC,CD14 Mono,-9.781957958,2.522679539
T cell,CD4 Memory,6.017758991,3.113508197
T cell,CD4 Naive,3.086358216,2.337534161
T cell,CD8 Memory_1,5.795907643,-1.550049214
T cell,CD4 Naive,5.873239662,4.538974019
Mono/DC,cDC2,-11.69124446,3.044176789
T cell,CD4 Memory,4.006224539,0.970829399
Mono/DC,cDC2,-11.17710624,3.262271853
T cell,CD8 Naive,4.506712582,6.632615777
T cell,CD4 Naive,5.208524849,4.591727467
Progenitor cells,Prog_B 2,-5.702422474,-8.299370078
T cell,CD4 Memory,5.868852761,-1.039152531
Mono/DC,CD14 Mono,-9.53839526,5.030282708
Progenitor cells,Prog_Mk,-6.015176628,-5.175318031
T cell,CD8 Effector_1,6.368084576,-4.712570934
T cell,CD4 Naive,5.308190968,4.193509789
T cell,CD4 Memory,5.805163529,3.810406895
Mono/DC,CD14 Mono,-8.906457279,1.246211382
T cell,CD8 Effector_2,5.013240006,-3.726868896
Progenitor cells,Prog_DC,-11.95505748,2.935990067
T cell,CD8 Naive,2.216765191,2.710788937
T cell,CD8 Effector_1,5.784060147,-4.549678592
T cell,CD4 Naive,4.469427254,2.793773623
T cell,CD8 Effector_2,3.256487515,2.9407613
Mono/DC,CD14 Mono,-7.906182621,2.864661189
Progenitor cells,Prog_RBC,-5.461761329,-4.391894607
T cell,CD8 Naive,4.835883286,6.684059354
Mono/DC,CD14 Mono,-9.564264629,3.854518147
T cell,CD4 Naive,4.30987611,3.887145491
T cell,CD8 Memory_2,5.455074455,-2.736643104
T cell,CD4 Naive,5.395394947,4.045756789
T cell,CD8 Naive,3.490123894,5.333422395
Mono/DC,CD14 Mono,-9.900478695,5.801852914
T cell,CD8 Naive,4.421441223,6.37086937
Mono/DC,CD14 Mono,-8.131856296,0.232341068
Mono/DC,CD14 Mono,-8.691556309,3.254707785
Mono/DC,CD14 Mono,-8.589768741,3.784032079
Mono/DC,CD14 Mono,-8.778702114,6.13596222
T cell,CD4 Memory,6.045105602,2.827247115
T cell,CD4 Memory,8.307239201,1.790297719
T cell,CD4 Memory,6.68482032,0.609595211
Mono/DC,CD14 Mono,-7.34503207,3.391970845
B cell,Naive B,-2.416320894,-12.7930043
T cell,CD4 Memory,5.424019959,0.522689732
Progenitor cells,GMP,-7.818118427,-1.011158375
T cell,CD8 Naive,2.524300005,3.288395854
B cell,Naive B,0.415376168,-12.31417015
B cell,Naive B,-1.713089559,-11.11057308
T cell,CD4 Memory,7.752044823,2.359901162
Mono/DC,CD14 Mono,-8.637540195,4.113421174
T cell,CD8 Effector_1,5.692272808,-0.053693456
T cell,CD8 Naive,3.390365746,5.592552872
Progenitor cells,GMP,-7.119778011,-2.837100057
Mono/DC,CD14 Mono,-7.821819637,4.198509427
B cell,Memory B,0.519598018,-11.85565689
Progenitor cells,Prog_RBC,-4.862145756,-3.759387759
Mono/DC,CD14 Mono,-7.811455105,5.668597909
Progenitor cells,Prog_RBC,-3.443800781,-3.781926898
NK,NK,7.901588108,-6.132472781
Progenitor cells,LMPP,-7.090479706,-5.228855399
Mono/DC,CD14 Mono,-8.650416706,1.136237355
T cell,CD8 Effector_2,4.84587064,-3.175695447
Mono/DC,cDC2,-11.73435054,3.373960944
Mono/DC,CD14 Mono,-7.280754421,1.272795053
Mono/DC,cDC2,-10.11923442,4.906624528
B cell,Naive B,-1.755793903,-11.57947472
Progenitor cells,LMPP,-7.27240691,-4.453822879
B cell,Naive B,-2.089886997,-12.356087
T cell,CD8 Naive,4.288501408,7.464365693
T cell,CD8 Naive,3.834751751,4.818906041
Mono/DC,CD14 Mono,-7.557398174,2.080599042
Mono/DC,CD14 Mono,-10.18625293,4.906948777
T cell,CD4 Naive,4.596633579,5.3407757
B cell,Naive B,-1.699117277,-11.07332447
T cell,CD8 Memory_2,5.433747437,-3.192374734
T cell,CD4 Memory,4.448142674,2.203902455
T cell,CD4 Naive,4.996111538,4.748031827
Mono/DC,CD14 Mono,-9.5572103,3.280912133
Mono/DC,CD14 Mono,-6.650938366,2.527596923
B cell,Naive B,-2.176093672,-12.79654339
Progenitor cells,GMP,-7.574479435,-1.885190634
T cell,CD8 Memory_1,6.841029312,-1.247778205
Mono/DC,CD14 Mono,-10.1646398,2.31663868
T cell,CD8 Memory_1,3.353888657,5.210537167
T cell,CD8 Naive,2.974890616,4.620969983
B cell,Memory B,-0.437337075,-10.21848133
Mono/DC,CD14 Mono,-9.958283756,6.410857888
Mono/DC,CD14 Mono,-8.977190349,3.499073716
Progenitor cells,Prog_RBC,-3.669015978,-3.735469131
B cell,Memory B,-0.142382238,-10.28916004
Mono/DC,CD14 Mono,-9.106116627,2.368409606
T cell,CD8 Naive,3.316770222,6.820243569
Mono/DC,CD14 Mono,-7.946862552,2.868509026
Mono/DC,cDC2,-11.64886412,3.141235324
B cell,Memory B,1.613840844,-11.33943966
T cell,CD4 Naive,4.203948643,3.716518613
Mono/DC,cDC2,-11.74682078,2.797260257
Mono/DC,CD14 Mono,-9.034199093,4.191169949
Mono/DC,CD14 Mono,-7.904948566,4.416795464
T cell,gdT,7.310954716,-2.428828267
T cell,CD8 Naive,2.810242083,4.946456643
Progenitor cells,LMPP,-6.552158687,-5.066030292
T cell,CD4 Naive,4.962824013,4.645185204
T cell,CD8 Naive,2.761328842,6.119320126
T cell,CD4 Memory,7.459848549,0.586964937
Mono/DC,CD14 Mono,-9.224522922,5.453667851
T cell,CD8 Naive,5.292120125,4.338314267
Mono/DC,CD14 Mono,-8.850180958,4.393871518
T cell,CD4 Naive,3.745202448,3.366558762
B cell,Plasmablast,-2.479153011,-6.54159954
Mono/DC,CD14 Mono,-9.059734676,3.977173062
T cell,CD4 Naive,3.919069912,1.093219848
T cell,CD8 Naive,1.8331131,3.107636185
T cell,CD4 Naive,4.715714123,4.811105939
T cell,CD4 Naive,2.90198579,2.239201756
T cell,CD4 Naive,2.397554304,2.392271252
B cell,Naive B,-1.745114897,-11.50588825
T cell,CD4 Memory,8.406743672,1.071027132
Progenitor cells,Prog_B 2,-5.846006725,-8.231338767
Mono/DC,CD14 Mono,-7.716260288,2.16602728
Mono/DC,CD14 Mono,-9.652757023,3.201416465
Mono/DC,CD14 Mono,-9.847962711,3.158774348
Mono/DC,CD14 Mono,-10.046738,4.501582356
Mono/DC,CD14 Mono,-8.990010593,2.945531579
Mono/DC,cDC2,-11.07294497,4.744709702
T cell,CD4 Naive,2.46081033,1.101941915
T cell,CD8 Memory_1,1.95473459,2.757729979
T cell,CD8 Naive,3.24200001,4.779127808
T cell,CD4 Memory,3.865103867,1.365737768
Mono/DC,CD14 Mono,-6.81642041,2.065918895
T cell,CD8 Naive,2.537612583,5.148687096
Mono/DC,pDC,-9.834951732,-6.94153717
T cell,CD4 Naive,3.80453911,2.626432391
T cell,CD4 Naive,3.661540415,3.95124385
T cell,CD4 Naive,4.58393779,4.092442246
T cell,Treg,5.478279736,5.028456422
Mono/DC,CD14 Mono,-7.825513218,5.09460518
Mono/DC,CD14 Mono,-8.447034214,1.734216901
NK,NK,7.857708599,-5.997141151
T cell,CD8 Effector_2,5.006198551,-3.146159438
T cell,CD4 Memory,7.166908409,-0.344137667
T cell,CD8 Naive,2.243507292,3.915871354
T cell,CD4 Naive,4.48519006,2.80113742
T cell,CD4 Memory,7.170291569,1.807509752
Mono/DC,CD14 Mono,-10.06907878,3.352174493
Mono/DC,CD14 Mono,-11.38238272,3.482338162
Mono/DC,CD14 Mono,-8.64514098,4.79040453
T cell,CD8 Naive,3.963972237,6.004345151
B cell,Naive B,-1.680097792,-11.7393668
Mono/DC,CD14 Mono,-7.831852291,1.920495601
T cell,CD4 Naive,2.289640572,1.74016914
Progenitor cells,GMP,-8.129803989,-0.758469252
B cell,Memory B,0.380892228,-10.73136833
T cell,CD4 Naive,6.292200711,5.124980183
T cell,CD8 Naive,5.043409493,5.107980462
Mono/DC,CD14 Mono,-8.386550281,3.586649628
T cell,CD8 Naive,3.732689526,7.30006096
Mono/DC,CD14 Mono,-10.12296996,6.219011041
T cell,CD4 Memory,7.310758259,2.676783057
Mono/DC,CD14 Mono,-9.926672313,6.010517808
T cell,CD8 Naive,3.357993271,6.813169213
Mono/DC,CD16 Mono,-8.285446499,7.9261615
T cell,CD4 Naive,4.722220566,5.065578671
B cell,Naive B,-2.286532495,-12.2143462
B cell,Naive B,0.627570417,-11.50231579
NK,NK,8.033325817,-6.808499603
T cell,CD8 Naive,3.066666987,6.861757489
T cell,CD4 Naive,2.112622406,1.696579309
T cell,CD8 Memory_1,4.488385346,0.688533397
T cell,CD4 Naive,4.330095913,3.60096571
T cell,CD4 Naive,4.929531243,4.414763184
Mono/DC,CD14 Mono,-7.67928252,-2.070489673
T cell,CD4 Naive,2.823469784,1.264709802
T cell,MAIT,7.143713619,-3.092455892
B cell,Naive B,-1.597233508,-12.51019791
Progenitor cells,LMPP,-6.989269111,-3.267929105
Progenitor cells,GMP,-7.59572253,-1.483046321
T cell,CD4 Memory,6.961440708,1.664874883
Mono/DC,CD14 Mono,-7.360982273,4.675431939
B cell,Naive B,-2.030005548,-11.43972233
NK,NK,7.757813599,-5.825511245
T cell,CD4 Naive,5.468354847,2.700062486
Progenitor cells,Prog_RBC,-3.578750465,-3.74264696
Mono/DC,CD14 Mono,-7.778709743,4.246300431
B cell,Naive B,-1.385011766,-12.74794033
T cell,CD4 Naive,3.837987091,4.335839959
T cell,CD4 Memory,4.517481472,0.195474656
T cell,CD4 Naive,4.690424111,4.261234494
T cell,CD4 Memory,2.551424887,2.007395836
Mono/DC,CD14 Mono,-9.818654392,3.486359568
T cell,CD8 Naive,3.572267201,4.91234562
B cell,Naive B,-1.551428054,-11.59826591
Mono/DC,CD14 Mono,-8.505475376,6.8267729
B cell,Naive B,-0.516441736,-12.44004372
Mono/DC,CD14 Mono,-7.314506386,4.598226758
Mono/DC,CD14 Mono,-10.15214095,3.884373637
Mono/DC,cDC2,-8.389664028,5.51010439
T cell,CD4 Naive,5.960942414,3.426728698
T cell,CD4 Naive,5.111705925,5.408652516
T cell,CD8 Naive,2.9643909,6.031184407
T cell,CD4 Memory,7.981764462,1.201060029
B cell,Naive B,-1.459733699,-10.67046669
B cell,Naive B,-1.387518738,-12.39249161
T cell,CD4 Naive,4.128749754,3.582285138
Mono/DC,CD14 Mono,-10.30751643,4.945390435
T cell,CD4 Memory,5.726029064,5.108512135
Mono/DC,CD14 Mono,-9.082522724,5.167556496
T cell,CD8 Naive,3.267341282,6.907438489
Mono/DC,CD14 Mono,-9.480169628,5.37558672
Progenitor cells,Prog_RBC,-2.258040521,-1.665218143
T cell,MAIT,7.203025009,-1.96692994
T cell,CD8 Naive,3.948163416,6.095852586
T cell,CD8 Naive,3.0657815,3.943952056
T cell,Treg,6.41871896,2.490813943
T cell,CD4 Memory,7.207818176,1.568031283
B cell,Naive B,-2.08305249,-11.47262505
T cell,CD4 Memory,7.624637749,1.397009941
Mono/DC,CD14 Mono,-10.38223014,5.385573121
T cell,CD4 Naive,5.193171646,4.338498803
T cell,CD8 Effector_1,5.986013081,-1.427027253
T cell,CD8 Naive,5.053220894,6.346441956
Progenitor cells,Prog_RBC,-2.266003464,-1.620391039
T cell,CD8 Effector_1,6.115978863,-4.55170515
T cell,CD4 Memory,7.376912262,0.569117757
T cell,CD4 Naive,6.630266335,4.641991826
T cell,CD8 Naive,3.895336296,6.37247345
B cell,Naive B,-0.637826059,-12.37650707
Mono/DC,CD14 Mono,-9.823034618,4.723190518
T cell,CD4 Naive,2.717672255,2.140221568
Mono/DC,CD14 Mono,-8.858229015,1.882281514
B cell,Memory B,1.175805595,-11.72529247
Mono/DC,CD14 Mono,-9.890527103,4.397983762
Progenitor cells,Prog_RBC,-5.458087776,-4.633048801
T cell,CD4 Naive,3.806250717,2.332006188
Progenitor cells,HSC,-6.537593696,-6.231231479
B cell,Memory B,1.24194714,-11.42755726
T cell,CD4 Naive,5.393404152,3.357010337
NK,NK,8.012738373,-7.025382308
Mono/DC,CD14 Mono,-7.159579609,0.577506455
T cell,MAIT,6.87432256,-2.137794761
T cell,CD8 Naive,2.82193866,2.399813147
Mono/DC,CD14 Mono,-6.73556361,2.614502164
NK,NK,7.753413346,-5.22697523
T cell,CD4 Naive,4.464116242,4.569535466
Mono/DC,CD14 Mono,-10.29424128,5.253271313
T cell,CD4 Memory,4.099225666,0.635705384
Mono/DC,CD14 Mono,-9.210947368,3.542119714
Mono/DC,CD14 Mono,-9.403318737,5.438740941
B cell,Naive B,-1.868336294,-12.35928085
Mono/DC,CD14 Mono,-9.770984981,3.72964737
T cell,CD8 Naive,3.031928923,6.189654084
Mono/DC,CD14 Mono,-8.106299732,1.728772612
B cell,Naive B,-2.179035518,-13.03190544
Progenitor cells,LMPP,-7.216041897,-4.480882911
Mono/DC,CD14 Mono,-7.467399929,3.309415313
T cell,CD4 Memory,4.206087734,1.550423237
Mono/DC,CD14 Mono,-9.849953029,3.711917373
T cell,CD4 Memory,4.040329602,0.611529799
B cell,Naive B,-1.62281606,-12.19498375
B cell,Memory B,0.305232534,-10.60239151
T cell,CD8 Naive,3.813830282,6.150735589
B cell,Memory B,-0.026411418,-10.72388676
Progenitor cells,GMP,-8.088734958,-0.961257843
Mono/DC,CD14 Mono,-9.764802311,3.00127122
Mono/DC,pDC,-9.194253299,-5.800797729
T cell,CD4 Memory,4.451450016,1.004054757
T cell,MAIT,7.162501003,-2.199888257
Mono/DC,CD14 Mono,-10.20412574,4.552117081
T cell,CD4 Naive,4.813354637,4.156031342
T cell,CD4 Naive,6.4821507,3.702650519
T cell,Treg,5.325524475,4.817100735
T cell,CD4 Memory,7.998533871,1.095669361
B cell,Naive B,-1.328031633,-12.7485564
T cell,CD8 Naive,2.226685312,1.747435304
B cell,Naive B,-0.78652117,-11.33481338
T cell,CD4 Naive,2.540625241,2.971892091
T cell,CD8 Naive,3.10073128,6.465514394
T cell,CD4 Naive,5.549932625,5.159297677
B cell,Naive B,-0.745014999,-12.76400307
Mono/DC,CD14 Mono,-9.98949847,3.78214428
T cell,CD4 Naive,2.821942713,1.356968017
B cell,Memory B,0.593067612,-11.24894741
T cell,CD4 Memory,7.445975926,1.976779433
Progenitor cells,Prog_DC,-11.34690604,1.347371431
Mono/DC,CD14 Mono,-7.769498203,0.647618802
B cell,Naive B,-1.314591143,-11.14014652
Mono/DC,CD14 Mono,-8.255606029,4.392166825
T cell,CD8 Naive,3.104151871,6.620663377
Progenitor cells,Prog_RBC,-4.309834335,-4.421411304
T cell,MAIT,7.066917565,-1.682750968
Progenitor cells,GMP,-7.913053844,-1.657846598
T cell,CD8 Naive,3.004425671,6.237694951
T cell,CD8 Naive,2.635511067,4.808968278
Progenitor cells,HSC,-5.838222835,-5.728657989
T cell,CD4 Naive,4.781458523,3.77914116
T cell,CD8 Naive,2.71803632,5.539224835
T cell,CD4 Memory,7.956565048,0.399795057
T cell,CD4 Memory,5.925450947,-3.344001321
Mono/DC,CD14 Mono,-6.723183487,2.982920619
Mono/DC,CD14 Mono,-6.964263771,4.880722733
B cell,Plasmablast,-3.086081598,-6.329137115
T cell,CD8 Naive,3.217475083,6.750646325
Progenitor cells,GMP,-8.27738509,-0.594379632
Mono/DC,CD14 Mono,-9.953080509,3.362305375
T cell,CD8 Naive,1.85209563,1.963494511
T cell,CD8 Naive,5.032205727,5.01656601
T cell,CD8 Naive,3.401770975,7.003643723
Mono/DC,CD14 Mono,-7.070285652,3.474462243
B cell,Memory B,1.548181321,-12.0176833
T cell,CD8 Memory_2,6.221091892,-5.480826167
Mono/DC,CD14 Mono,-10.05019412,5.128440114
Mono/DC,CD14 Mono,-8.045562122,4.945138188
Mono/DC,CD14 Mono,-8.258076046,2.420814486
B cell,Naive B,-0.121055786,-12.36880138
Progenitor cells,Prog_DC,-11.53477607,0.889728101
B cell,Naive B,-1.576487158,-12.21754005
T cell,CD8 Effector_1,6.150706436,-5.469051151
Mono/DC,CD14 Mono,-9.731594417,3.332867833
T cell,CD4 Memory,5.225580361,2.343244286
B cell,Naive B,-1.459602092,-12.76846912
T cell,CD4 Naive,4.541751053,4.576023312
Progenitor cells,Prog_RBC,-4.54714999,-3.723729161
T cell,Treg,7.013985779,3.964760037
B cell,Naive B,-1.945548866,-12.43354919
T cell,CD4 Naive,4.839091923,2.83673379
T cell,CD4 Naive,3.710301544,3.122764083
Mono/DC,CD14 Mono,-9.69598994,4.586498471
NK,NK,7.945259716,-5.377536563
Mono/DC,CD14 Mono,-8.295409534,3.237361403
T cell,CD4 Memory,4.236306813,0.618855449
Mono/DC,CD16 Mono,-8.159292553,8.630918237
Mono/DC,pDC,-9.943297718,-6.39102724
Mono/DC,CD14 Mono,-10.12532553,4.645718785
Mono/DC,CD14 Mono,-10.41768203,3.828938218
Mono/DC,CD14 Mono,-9.934248302,5.522015782
B cell,Memory B,-0.273105119,-10.6806691
Progenitor cells,Prog_RBC,-2.538735245,-1.453262119
Progenitor cells,HSC,-6.71613488,-5.733945636
B cell,Memory B,1.098304476,-11.39906338
Progenitor cells,Prog_RBC,-3.884920929,-3.804472474
Mono/DC,CD14 Mono,-9.474133823,1.87653658
NK,NK,8.196660664,-5.556423454
Mono/DC,CD14 Mono,-9.765401218,3.186479302
B cell,Naive B,-1.735172365,-12.40311172
T cell,CD4 Naive,5.258192208,3.632240029
Progenitor cells,Prog_B 2,-5.766478393,-8.280988006
Progenitor cells,Prog_DC,-11.27963099,1.233034464
Progenitor cells,GMP,-8.362348888,-1.053011684
T cell,CD4 Naive,5.571838047,2.150893184
T cell,CD8 Naive,1.578618195,2.911256285
T cell,CD4 Naive,5.147258904,3.770550223
T cell,CD4 Memory,3.184357073,0.922333511
T cell,CD4 Naive,2.722471382,1.880356046
Mono/DC,CD16 Mono,-7.975996349,8.861983987
Mono/DC,CD14 Mono,-7.877625797,0.798534902
T cell,CD4 Memory,3.424756195,1.635921331
T cell,CD8 Naive,3.759518292,5.611503335
T cell,gdT,6.185952809,-2.407687692
T cell,CD8 Naive,3.417941239,5.14953539
NK,NK,8.617964413,-4.764831809
Mono/DC,CD14 Mono,-10.13532767,5.022238465
T cell,CD4 Naive,5.108541157,2.988872023
T cell,CD8 Naive,2.959374811,6.26917431
Mono/DC,CD14 Mono,-7.037410114,4.615771504
T cell,CD4 Naive,5.027373459,5.469340535
Mono/DC,CD14 Mono,-9.314550731,5.320797654
T cell,CD8 Memory_2,6.166522171,-4.474975375
T cell,CD4 Memory,6.822262909,-0.180990307
T cell,CD4 Memory,6.867607262,0.66011128
NK,NK,8.599602368,-5.74174097
Progenitor cells,Prog_RBC,-4.558657978,-3.907613067
T cell,CD8 Naive,2.148606803,2.403808566
Progenitor cells,GMP,-8.320259426,-0.023363477
Mono/DC,CD14 Mono,-9.278540943,4.170509549
Progenitor cells,GMP,-7.680609558,-3.431007413
B cell,Memory B,0.934942629,-11.98080948
Mono/DC,CD16 Mono,-8.206563328,8.955393525
B cell,Memory B,0.501074668,-11.49085739
T cell,CD8 Naive,2.409273054,1.296497913
NK,NK,7.651648667,-6.505241183
T cell,CD4 Naive,4.834001209,3.633144112
T cell,CD4 Memory,4.827327873,2.080293628
Progenitor cells,GMP,-8.064840648,0.59681377
T cell,CD8 Naive,3.981576349,6.737641068
Mono/DC,CD14 Mono,-6.902100895,2.554624053
T cell,gdT,7.178781178,-3.49143937
B cell,Memory B,-0.205078039,-10.5175679
Progenitor cells,Prog_RBC,-2.282898042,-1.624148397
T cell,CD4 Naive,3.199267294,2.149429055
T cell,CD8 Memory_2,6.031706478,-1.375725774
Mono/DC,CD14 Mono,-7.523316715,4.626548978
Mono/DC,CD14 Mono,-9.283722255,2.05310175
T cell,CD4 Naive,3.384646799,5.663625451
Mono/DC,CD14 Mono,-6.974677418,2.337405892
Progenitor cells,Prog_RBC,-5.135594223,-4.165174751
T cell,CD8 Naive,3.719435837,5.617349835
T cell,CD4 Memory,6.897987511,-0.417718885
B cell,Naive B,-1.672165725,-12.55791786
Mono/DC,CD14 Mono,-7.939355228,2.504828425
B cell,Naive B,-1.696080659,-13.05202797
Mono/DC,CD14 Mono,-7.640071247,5.148030015
Progenitor cells,GMP,-8.228550289,-0.771908251
Mono/DC,CD14 Mono,-7.931999538,3.804333421
Progenitor cells,Prog_DC,-9.161759708,-5.888247756
T cell,CD4 Memory,4.326543476,2.186526032
T cell,CD8 Naive,1.87968805,2.591434451
T cell,CD4 Naive,5.917327072,4.944009038
B cell,Memory B,-0.265740845,-10.82947472
Mono/DC,CD14 Mono,-9.077288006,4.612717362
Mono/DC,CD14 Mono,-10.00510154,5.350707265
T cell,MAIT,7.434975769,-2.329999236
T cell,CD4 Naive,5.154607441,4.716011735
T cell,CD8 Naive,4.009529021,5.265276166
Mono/DC,CD14 Mono,-9.376165722,5.759463044
